student_id,question_id,solution
mut_correct,19_20-1-1-java,"int gcd(int a, int b) {
    if (a < b) { int tmp = a; a = b; b = tmp; }
    int r = a % b;
    if (r == 0) return b;
    return gcd(r, b);
}

int lcm(int a, int b) {
    return (a * b) / gcd(a, b);
}
"
mut_semi,19_20-1-1-java,"// GCD is correct but LCM forgets to divide by gcd
int gcd(int a, int b) {
    if (b == 0) return a;
    return gcd(b, a % b);
}

int lcm(int a, int b) {
    return a * b;
}
"
mut_wrong,19_20-1-1-java,"// Trivial stubs
int gcd(int a, int b) {
    return 1;
}

int lcm(int a, int b) {
    return a;
}
"
mut_correct,19_20-1-1-python,"def GCD(a, b):
    if a < b:
        a, b = b, a
    r = a % b
    if r == 0:
        return b
    return GCD(r, b)

def LCM(a, b):
    return a * b // GCD(a, b)
"
mut_semi,19_20-1-1-python,"# GCD works but LCM forgets to divide
def GCD(a, b):
    if b == 0:
        return a
    return GCD(b, a % b)

def LCM(a, b):
    return a * b
"
mut_wrong,19_20-1-1-python,"# Trivial stubs
def GCD(a, b):
    return 1

def LCM(a, b):
    return a
"
mut_correct,19_20-2-1-java,"public class Queue {
    private int start = 0;
    private int end = 0;
    private String[] buffer = new String[100];

    public boolean emptyqueue() { return start == end; }
    public String head() { return buffer[start]; }
    public void enqueue(String s) {
        buffer[end] = s;
        end++;
        if (end == 100) end = 0;
    }
    public String dequeue() {
        String s = buffer[start];
        start++;
        if (start == 100) start = 0;
        return s;
    }
}
"
mut_semi,19_20-2-1-java,"// dequeue() does NOT remove the front element
public class Queue {
    private java.util.ArrayList<String> list = new java.util.ArrayList<>();

    public boolean emptyqueue() { return list.isEmpty(); }
    public String head() { return list.get(0); }
    public void enqueue(String s) { list.add(s); }
    public String dequeue() { return list.get(0); }
}
"
mut_wrong,19_20-2-1-java,"// Stub that only ever stores the most recent element
public class Queue {
    private String last;

    public boolean emptyqueue() { return last == null; }
    public String head() { return last; }
    public void enqueue(String s) { last = s; }
    public String dequeue() { String s = last; last = null; return s; }
}
"
mut_correct,19_20-2-1-python,"class Queue:
    def __init__(self):
        self.lst = []

    def isEmpty(self):
        return len(self.lst) == 0

    def head(self):
        if not self.isEmpty():
            return self.lst[0]
        return None

    def enqueue(self, x):
        self.lst.append(x)

    def dequeue(self):
        if not self.isEmpty():
            return self.lst.pop(0)
        raise IndexError
"
mut_semi,19_20-2-1-python,"# dequeue() does NOT remove the front element
class Queue:
    def __init__(self):
        self.lst = []

    def isEmpty(self):
        return len(self.lst) == 0

    def head(self):
        return self.lst[0]

    def enqueue(self, x):
        self.lst.append(x)

    def dequeue(self):
        return self.lst[0]
"
mut_wrong,19_20-2-1-python,"# Stub that only ever stores the most recent element
class Queue:
    def __init__(self):
        self.last = None

    def isEmpty(self):
        return self.last is None

    def head(self):
        return self.last

    def enqueue(self, x):
        self.last = x

    def dequeue(self):
        v = self.last
        self.last = None
        return v
"
mut_correct,19_20-2-2-java,"public int Calculator(String[] input, IntegerStack s) {
    for (int i = 0; i < input.length; ++i) {
        switch (input[i]) {
            case ""+"":
                { int n1 = s.pop(); int n2 = s.pop(); s.push(n2 + n1); }
                break;
            case ""-"":
                { int n1 = s.pop(); int n2 = s.pop(); s.push(n2 - n1); }
                break;
            case ""*"":
                { int n1 = s.pop(); int n2 = s.pop(); s.push(n2 * n1); }
                break;
            case ""/"":
                { int n1 = s.pop(); int n2 = s.pop(); s.push(n2 / n1); }
                break;
            default:
                s.push(Integer.parseInt(input[i]));
                break;
        }
    }
    return s.pop();
}
"
mut_semi,19_20-2-2-java,"// Wrong operand order for non-commutative operators (- and /)
public int Calculator(String[] input, IntegerStack s) {
    for (int i = 0; i < input.length; ++i) {
        switch (input[i]) {
            case ""+"":
                { int n1 = s.pop(); int n2 = s.pop(); s.push(n2 + n1); }
                break;
            case ""-"":
                { int n1 = s.pop(); int n2 = s.pop(); s.push(n1 - n2); }
                break;
            case ""*"":
                { int n1 = s.pop(); int n2 = s.pop(); s.push(n2 * n1); }
                break;
            case ""/"":
                { int n1 = s.pop(); int n2 = s.pop(); s.push(n1 / n2); }
                break;
            default:
                s.push(Integer.parseInt(input[i]));
                break;
        }
    }
    return s.pop();
}
"
mut_wrong,19_20-2-2-java,"// Ignores operators, just sums all numbers
public int Calculator(String[] input, IntegerStack s) {
    int sum = 0;
    for (int i = 0; i < input.length; ++i) {
        try { sum += Integer.parseInt(input[i]); } catch (NumberFormatException e) {}
    }
    return sum;
}
"
mut_correct,19_20-2-2-python,"def Calculator(inputarray, stack):
    for i in inputarray:
        if i == '+':
            n1 = stack.pop(); n2 = stack.pop(); stack.push(n2 + n1)
        elif i == '-':
            n1 = stack.pop(); n2 = stack.pop(); stack.push(n2 - n1)
        elif i == '*':
            n1 = stack.pop(); n2 = stack.pop(); stack.push(n2 * n1)
        elif i == '/':
            n1 = stack.pop(); n2 = stack.pop(); stack.push(n2 / n1)
        else:
            stack.push(int(i))
    return stack.pop()
"
mut_semi,19_20-2-2-python,"# Wrong operand order for - and /
def Calculator(inputarray, stack):
    for i in inputarray:
        if i == '+':
            n1 = stack.pop(); n2 = stack.pop(); stack.push(n2 + n1)
        elif i == '-':
            n1 = stack.pop(); n2 = stack.pop(); stack.push(n1 - n2)
        elif i == '*':
            n1 = stack.pop(); n2 = stack.pop(); stack.push(n2 * n1)
        elif i == '/':
            n1 = stack.pop(); n2 = stack.pop(); stack.push(n1 / n2)
        else:
            stack.push(int(i))
    return stack.pop()
"
mut_wrong,19_20-2-2-python,"# Ignores operators, just sums all numbers
def Calculator(inputarray, stack):
    total = 0
    for i in inputarray:
        try:
            total += int(i)
        except ValueError:
            pass
    return total
"
mut_correct,19_20-3-1-java,"public ListToSort Sort(ListToSort list) {
    for (int i = 1; i < list.Length(); i++) {
        for (int j = list.Length() - 1; j > i - 1; j--) {
            if (list.Smaller(j, j - 1)) {
                list.Swap(j, j - 1);
            }
        }
    }
    return list;
}
"
mut_semi,19_20-3-1-java,"// Single pass only - leaves list partially sorted
public ListToSort Sort(ListToSort list) {
    for (int j = 1; j < list.Length(); j++) {
        if (list.Smaller(j, j - 1)) {
            list.Swap(j, j - 1);
        }
    }
    return list;
}
"
mut_wrong,19_20-3-1-java,"// Returns list unchanged
public ListToSort Sort(ListToSort list) {
    return list;
}
"
mut_correct,19_20-3-1-python,"def listSorter(listToSort):
    changed = True
    while changed:
        changed = False
        for i in range(1, listToSort.Length()):
            if listToSort.Larger(i - 1, i):
                listToSort.Swap(i - 1, i)
                changed = True
    return listToSort
"
mut_semi,19_20-3-1-python,"# Single pass only - leaves list partially sorted
def listSorter(listToSort):
    for i in range(1, listToSort.Length()):
        if listToSort.Larger(i - 1, i):
            listToSort.Swap(i - 1, i)
    return listToSort
"
mut_wrong,19_20-3-1-python,"# Returns list unchanged
def listSorter(listToSort):
    return listToSort
"
mut_correct,19_20-4-1-java,"public Node insert(Node root, Node insert) {
    Node x = root;
    Node y = null;
    while (x != null) {
        y = x;
        if (insert.key < x.key) x = x.left;
        else x = x.right;
    }
    insert.parent = y;
    if (y == null) return insert;
    else if (insert.key < y.key) y.left = insert;
    else y.right = insert;
    return root;
}
"
mut_semi,19_20-4-1-java,"// Traversal correct, attaches as child, but never sets insert.parent
public Node insert(Node root, Node insert) {
    Node x = root;
    Node y = null;
    while (x != null) {
        y = x;
        if (insert.key < x.key) x = x.left;
        else x = x.right;
    }
    if (y == null) return insert;
    else if (insert.key < y.key) y.left = insert;
    else y.right = insert;
    return root;
}
"
mut_wrong,19_20-4-1-java,"// Just returns the new node, dropping the rest of the tree
public Node insert(Node root, Node insert) {
    return insert;
}
"
mut_correct,19_20-4-1-python,"def insert(root, insert):
    x = root
    y = None
    while x is not None:
        y = x
        if insert.key < x.key:
            x = x.left
        else:
            x = x.right
    insert.parent = y
    if y is None:
        return insert
    elif insert.key < y.key:
        y.left = insert
    else:
        y.right = insert
    return root
"
mut_semi,19_20-4-1-python,"# Traversal correct, attaches as child, but never sets insert.parent
def insert(root, insert):
    x = root
    y = None
    while x is not None:
        y = x
        if insert.key < x.key:
            x = x.left
        else:
            x = x.right
    if y is None:
        return insert
    elif insert.key < y.key:
        y.left = insert
    else:
        y.right = insert
    return root
"
mut_wrong,19_20-4-1-python,"# Just returns the new node, dropping the rest of the tree
def insert(root, insert):
    return insert
"
mut_correct,19_20-4-2-java,"public Node delete(Node root, Node delete) {
    Node y = null;
    if (delete.left == null || delete.right == null) {
        y = delete;
    } else {
        y = treeMinimum(delete.right);
    }
    Node x = null;
    if (y.left != null) x = y.left;
    else x = y.right;
    if (x != null) x.parent = y.parent;
    if (y.parent == null) {
        root = x;
    } else {
        if (y == y.parent.left) y.parent.left = x;
        else y.parent.right = x;
    }
    if (y != delete) delete.key = y.key;
    return root;
}

public Node treeMinimum(Node n) {
    while (n.left != null) n = n.left;
    return n;
}
"
mut_semi,19_20-4-2-java,"// Handles leaf and one-child cases only; two-child case is broken (no successor)
public Node delete(Node root, Node delete) {
    Node x = (delete.left != null) ? delete.left : delete.right;
    if (x != null) x.parent = delete.parent;
    if (delete.parent == null) {
        root = x;
    } else {
        if (delete == delete.parent.left) delete.parent.left = x;
        else delete.parent.right = x;
    }
    return root;
}
"
mut_wrong,19_20-4-2-java,"// Does nothing - returns the tree unchanged
public Node delete(Node root, Node delete) {
    return root;
}
"
mut_correct,19_20-4-2-python,"def tree_minimum(n):
    while n.left is not None:
        n = n.left
    return n

def delete(root, delete):
    if delete.left is None or delete.right is None:
        y = delete
    else:
        y = tree_minimum(delete.right)
    x = y.left if y.left is not None else y.right
    if x is not None:
        x.parent = y.parent
    if y.parent is None:
        root = x
    else:
        if y is y.parent.left:
            y.parent.left = x
        else:
            y.parent.right = x
    if y is not delete:
        delete.key = y.key
    return root
"
mut_semi,19_20-4-2-python,"# Handles leaf and one-child cases only; two-child case is broken (no successor)
def delete(root, delete):
    x = delete.left if delete.left is not None else delete.right
    if x is not None:
        x.parent = delete.parent
    if delete.parent is None:
        root = x
    else:
        if delete is delete.parent.left:
            delete.parent.left = x
        else:
            delete.parent.right = x
    return root
"
mut_wrong,19_20-4-2-python,"# Does nothing - returns the tree unchanged
def delete(root, delete):
    return root
"
mut_correct,19_20-5-1-java,"public List<Integer> bfs(int[][] graph, int start) {
    List<Integer> visited = new ArrayList<Integer>();
    List<Integer> queue = new ArrayList<Integer>();
    queue.add(start);
    while (!queue.isEmpty()) {
        int next = queue.remove(0);
        if (!visited.contains(next)) {
            visited.add(next);
            for (int vertex : graph[next]) {
                if (!visited.contains(vertex)) queue.add(vertex);
            }
        }
    }
    return visited;
}
"
mut_semi,19_20-5-1-java,"// Pops from the end of the queue - effectively DFS, not BFS
public List<Integer> bfs(int[][] graph, int start) {
    List<Integer> visited = new ArrayList<Integer>();
    List<Integer> queue = new ArrayList<Integer>();
    queue.add(start);
    while (!queue.isEmpty()) {
        int next = queue.remove(queue.size() - 1);
        if (!visited.contains(next)) {
            visited.add(next);
            for (int vertex : graph[next]) {
                if (!visited.contains(vertex)) queue.add(vertex);
            }
        }
    }
    return visited;
}
"
mut_wrong,19_20-5-1-java,"// Returns only the start node
public List<Integer> bfs(int[][] graph, int start) {
    List<Integer> visited = new ArrayList<Integer>();
    visited.add(start);
    return visited;
}
"
mut_correct,19_20-5-1-python,"def bfs(graph, start):
    visited, queue = [], [start]
    while queue:
        nxt = queue.pop(0)
        if nxt not in visited:
            visited.append(nxt)
            for vertex in graph[nxt]:
                if vertex not in visited:
                    queue.append(vertex)
    return visited
"
mut_semi,19_20-5-1-python,"# Pops from the end of the queue - effectively DFS, not BFS
def bfs(graph, start):
    visited, queue = [], [start]
    while queue:
        nxt = queue.pop()
        if nxt not in visited:
            visited.append(nxt)
            for vertex in graph[nxt]:
                if vertex not in visited:
                    queue.append(vertex)
    return visited
"
mut_wrong,19_20-5-1-python,"# Returns only the start node
def bfs(graph, start):
    return [start]
"
mut_correct,19_20-5-2-java,"public List<Integer> dfs(int[][] graph, int start) {
    List<Integer> visited = new ArrayList<Integer>();
    Stack<Integer> stack = new Stack<Integer>();
    stack.push(start);
    while (!stack.isEmpty()) {
        int next = stack.pop();
        if (!visited.contains(next)) {
            visited.add(next);
            for (int i = graph[next].length - 1; i >= 0; --i) {
                if (!visited.contains(graph[next][i])) stack.push(graph[next][i]);
            }
        }
    }
    return visited;
}
"
mut_semi,19_20-5-2-java,"// DFS structure but no visited check - infinite loop on cycles
public List<Integer> dfs(int[][] graph, int start) {
    List<Integer> visited = new ArrayList<Integer>();
    Stack<Integer> stack = new Stack<Integer>();
    stack.push(start);
    int safety = 0;
    while (!stack.isEmpty() && safety++ < 1000) {
        int next = stack.pop();
        visited.add(next);
        for (int i = graph[next].length - 1; i >= 0; --i) {
            stack.push(graph[next][i]);
        }
    }
    return visited;
}
"
mut_wrong,19_20-5-2-java,"// Trivially wrong - returns only the start node
public List<Integer> dfs(int[][] graph, int start) {
    List<Integer> visited = new ArrayList<Integer>();
    visited.add(start);
    return visited;
}
"
mut_correct,19_20-5-2-python,"def dfs(graph, start):
    visited, stack = [], [start]
    while stack:
        nxt = stack.pop()
        if nxt not in visited:
            visited.append(nxt)
            for vertex in reversed(graph[nxt]):
                if vertex not in visited:
                    stack.append(vertex)
    return visited
"
mut_semi,19_20-5-2-python,"# DFS structure but no visited check - infinite loop on cycles
def dfs(graph, start):
    visited, stack = [], [start]
    safety = 0
    while stack and safety < 1000:
        safety += 1
        nxt = stack.pop()
        visited.append(nxt)
        for vertex in reversed(graph[nxt]):
            stack.append(vertex)
    return visited
"
mut_wrong,19_20-5-2-python,"# Trivially wrong - returns only the start node
def dfs(graph, start):
    return [start]
"
mut_correct,19_20-6-1-java,"public int editDistance(String a, String b) {
    int m = a.length(), n = b.length();
    int[][] edDis = new int[m + 1][n + 1];
    for (int i = 0; i <= m; ++i) edDis[i][0] = i;
    for (int j = 0; j <= n; ++j) edDis[0][j] = j;
    for (int i = 1; i <= m; ++i) {
        for (int j = 1; j <= n; ++j) {
            if (a.charAt(i - 1) == b.charAt(j - 1)) {
                edDis[i][j] = edDis[i - 1][j - 1];
            } else {
                edDis[i][j] = 1 + Math.min(Math.min(edDis[i][j - 1], edDis[i - 1][j]), edDis[i - 1][j - 1]);
            }
        }
    }
    return edDis[m][n];
}
"
mut_semi,19_20-6-1-java,"// Wrong base case - all zeros instead of i and j
public int editDistance(String a, String b) {
    int m = a.length(), n = b.length();
    int[][] edDis = new int[m + 1][n + 1];
    // base case NOT initialised; defaults to 0
    for (int i = 1; i <= m; ++i) {
        for (int j = 1; j <= n; ++j) {
            if (a.charAt(i - 1) == b.charAt(j - 1)) {
                edDis[i][j] = edDis[i - 1][j - 1];
            } else {
                edDis[i][j] = 1 + Math.min(Math.min(edDis[i][j - 1], edDis[i - 1][j]), edDis[i - 1][j - 1]);
            }
        }
    }
    return edDis[m][n];
}
"
mut_wrong,19_20-6-1-java,"// Trivially wrong - just returns length difference
public int editDistance(String a, String b) {
    return Math.abs(a.length() - b.length());
}
"
mut_correct,19_20-6-1-python,"def editDistance(a, b):
    m, n = len(a), len(b)
    edDis = [[0] * (n + 1) for _ in range(m + 1)]
    for i in range(m + 1):
        edDis[i][0] = i
    for j in range(n + 1):
        edDis[0][j] = j
    for i in range(1, m + 1):
        for j in range(1, n + 1):
            if a[i - 1] == b[j - 1]:
                edDis[i][j] = edDis[i - 1][j - 1]
            else:
                edDis[i][j] = 1 + min(edDis[i][j - 1], edDis[i - 1][j], edDis[i - 1][j - 1])
    return edDis[m][n]
"
mut_semi,19_20-6-1-python,"# Wrong base case - all zeros instead of i and j
def editDistance(a, b):
    m, n = len(a), len(b)
    edDis = [[0] * (n + 1) for _ in range(m + 1)]
    # base case NOT initialised; defaults to 0
    for i in range(1, m + 1):
        for j in range(1, n + 1):
            if a[i - 1] == b[j - 1]:
                edDis[i][j] = edDis[i - 1][j - 1]
            else:
                edDis[i][j] = 1 + min(edDis[i][j - 1], edDis[i - 1][j], edDis[i - 1][j - 1])
    return edDis[m][n]
"
mut_wrong,19_20-6-1-python,"# Trivially wrong - just returns length difference
def editDistance(a, b):
    return abs(len(a) - len(b))
"
mut_correct,19_20-6-2-java,"public double knapSack(double[] values, int[] volumes, int capacity) {
    int n = values.length;
    double[][] Result = new double[n + 1][capacity + 1];
    for (int i = n - 1; i >= 0; --i) {
        for (int j = 0; j <= capacity; ++j) {
            if (volumes[i] <= j) {
                Result[i][j] = Math.max(values[i] + Result[i + 1][j - volumes[i]], Result[i + 1][j]);
            } else {
                Result[i][j] = Result[i + 1][j];
            }
        }
    }
    return Result[0][capacity];
}
"
mut_semi,19_20-6-2-java,"// Wrong recurrence - always includes the item, no max comparison
public double knapSack(double[] values, int[] volumes, int capacity) {
    int n = values.length;
    double[][] Result = new double[n + 1][capacity + 1];
    for (int i = n - 1; i >= 0; --i) {
        for (int j = 0; j <= capacity; ++j) {
            if (volumes[i] <= j) {
                Result[i][j] = values[i] + Result[i + 1][j - volumes[i]];
            } else {
                Result[i][j] = Result[i + 1][j];
            }
        }
    }
    return Result[0][capacity];
}
"
mut_wrong,19_20-6-2-java,"// Trivially wrong - returns 0
public double knapSack(double[] values, int[] volumes, int capacity) {
    return 0;
}
"
mut_correct,19_20-6-2-python,"def knapSack(value, volume, capacity):
    n = len(value)
    Result = [[0] * (capacity + 1) for _ in range(n + 1)]
    for i in range(n - 1, -1, -1):
        for j in range(capacity + 1):
            if volume[i] <= j:
                Result[i][j] = max(value[i] + Result[i + 1][j - volume[i]], Result[i + 1][j])
            else:
                Result[i][j] = Result[i + 1][j]
    return Result[0][capacity]
"
mut_semi,19_20-6-2-python,"# Wrong recurrence - always includes the item, no max comparison
def knapSack(value, volume, capacity):
    n = len(value)
    Result = [[0] * (capacity + 1) for _ in range(n + 1)]
    for i in range(n - 1, -1, -1):
        for j in range(capacity + 1):
            if volume[i] <= j:
                Result[i][j] = value[i] + Result[i + 1][j - volume[i]]
            else:
                Result[i][j] = Result[i + 1][j]
    return Result[0][capacity]
"
mut_wrong,19_20-6-2-python,"# Trivially wrong - returns 0
def knapSack(value, volume, capacity):
    return 0
"
mut_correct,20_21-1-1-java,"long expo(long a, long b, long c) {
    if (b == 0) {
        return 1 % c;
    } else if (b % 2 != 0) {
        return (a * expo(a, b - 1, c)) % c;
    } else {
        a = expo(a, b / 2, c) % c;
        return (a * a) % c;
    }
}
"
mut_semi,20_21-1-1-java,"// Base case missing %c (fails when c == 1); odd case forgets to multiply by a.
long expo(long a, long b, long c) {
    if (b == 0) {
        return 1;
    } else if (b % 2 != 0) {
        return expo(a, b - 1, c) % c;
    } else {
        a = expo(a, b / 2, c) % c;
        return (a * a) % c;
    }
}
"
mut_wrong,20_21-1-1-java,"// Returns base case only - no recursion.
long expo(long a, long b, long c) {
    return 1 % c;
}
"
mut_correct,20_21-1-1-python,"def expo(a, b, c):
    if b == 0:
        return 1 % c
    elif b % 2:
        return (a * expo(a, b - 1, c)) % c
    else:
        a = expo(a, b // 2, c) % c
        return (a * a) % c
"
mut_semi,20_21-1-1-python,"# Base case missing %c (fails when c == 1); odd case forgets to multiply by a.
def expo(a, b, c):
    if b == 0:
        return 1
    elif b % 2:
        return expo(a, b - 1, c) % c
    else:
        a = expo(a, b // 2, c) % c
        return (a * a) % c
"
mut_wrong,20_21-1-1-python,"# Returns base case only - no recursion.
def expo(a, b, c):
    return 1 % c
"
mut_correct,20_21-1-2-java,"// Recursive divide-and-conquer ordering algorithm (merging two ordered halves).
int[] solution(int[] arr) {
    helper(arr, 0, arr.length - 1);
    return arr;
}

void helper(int[] a, int l, int r) {
    if (l < r) {
        int m = (l + r) / 2;
        helper(a, l, m);
        helper(a, m + 1, r);
        merge(a, l, m, r);
    }
}

void merge(int[] a, int l, int m, int r) {
    int[] tmp = new int[r - l + 1];
    int i = l, j = m + 1, k = 0;
    while (i <= m && j <= r) {
        if (a[i] <= a[j]) tmp[k++] = a[i++];
        else tmp[k++] = a[j++];
    }
    while (i <= m) tmp[k++] = a[i++];
    while (j <= r) tmp[k++] = a[j++];
    for (int x = 0; x < tmp.length; x++) a[l + x] = tmp[x];
}
"
mut_semi,20_21-1-2-java,"// Partition-based ordering with fixed last-element pivot and incomplete partition
// (only swaps the first element if it exceeds the pivot).
int[] solution(int[] arr) {
    quick(arr, 0, arr.length - 1);
    return arr;
}

void quick(int[] a, int l, int r) {
    if (l < r) {
        int p = partition(a, l, r);
        quick(a, l, p - 1);
        quick(a, p + 1, r);
    }
}

int partition(int[] a, int l, int r) {
    int pivot = a[r];
    int i = l;
    if (a[i] > pivot) {
        int t = a[i];
        a[i] = a[r];
        a[r] = t;
    }
    return i;
}
"
mut_wrong,20_21-1-2-java,"// Returns the array unchanged.
int[] solution(int[] arr) {
    return arr;
}
"
mut_correct,20_21-1-2-python,"import random as rand

def randPartition(A, l, r):
    i = rand.randint(l, r)
    A[i], A[r] = A[r], A[i]
    return partition(A, l, r)

def partition(A, l, r):
    x = A[r]
    i = l - 1
    for j in range(l, r):
        if A[j] <= x:
            i = i + 1
            A[i], A[j] = A[j], A[i]
    A[i + 1], A[r] = A[r], A[i + 1]
    return i + 1

def quick(A, l, r):
    if l < r:
        p = randPartition(A, l, r)
        quick(A, l, p - 1)
        quick(A, p + 1, r)

def solution(A):
    quick(A, 0, len(A) - 1)
    return A
"
mut_semi,20_21-1-2-python,"# Partition-based ordering with fixed last-element pivot and incomplete partition
# (only swaps the first element if it exceeds the pivot).
def partition(A, l, r):
    pivot = A[r]
    i = l
    if A[i] > pivot:
        A[i], A[r] = A[r], A[i]
    return i

def quick(A, l, r):
    if l < r:
        p = partition(A, l, r)
        quick(A, l, p - 1)
        quick(A, p + 1, r)

def solution(A):
    quick(A, 0, len(A) - 1)
    return A
"
mut_wrong,20_21-1-2-python,"# Returns the array unchanged.
def solution(A):
    return A
"
mut_correct,20_21-2-1-java,"String calc(int[] A, int[] B) {
    int[] C = new int[B.length + 1];
    for (int i = 0; i < A.length; i++) C[A[i]]++;
    StringBuilder sol = new StringBuilder();
    for (int i = 0; i < B.length; i++) {
        if (C[i] > B[i]) sol.append('0');
        else sol.append('1');
    }
    return sol.toString();
}
"
mut_semi,20_21-2-1-java,"// Frequency uses loop index (C[i]++) instead of element value (C[A[i]]++);
// output loop is off-by-one (starts at 1); comparison direction is reversed.
String calc(int[] A, int[] B) {
    int[] C = new int[B.length + 1];
    for (int i = 0; i < A.length; i++) C[i]++;
    StringBuilder sol = new StringBuilder();
    for (int i = 1; i < B.length; i++) {
        if (C[i] > B[i]) sol.append('1');
        else sol.append('0');
    }
    return sol.toString();
}
"
mut_wrong,20_21-2-1-java,"// No counting, no comparison; just emits '1' for every position in B.
String calc(int[] A, int[] B) {
    StringBuilder sol = new StringBuilder();
    for (int i = 0; i < B.length; i++) sol.append('1');
    return sol.toString();
}
"
mut_correct,20_21-2-1-python,"def calc(A, B):
    C = [0] * (10**6 + 1)
    for a in A:
        C[a] = C[a] + 1
    sol = """"
    for i in range(len(B)):
        if C[i] <= B[i]:
            sol += ""1""
        else:
            sol += ""0""
    return sol
"
mut_semi,20_21-2-1-python,"# Frequency uses loop index (C[i]) instead of element value (C[A[i]]);
# output loop is off-by-one (starts at 1); comparison direction is reversed.
def calc(A, B):
    C = [0] * (10**6 + 1)
    for i in range(len(A)):
        C[i] = C[i] + 1
    sol = """"
    for i in range(1, len(B)):
        if C[i] > B[i]:
            sol += ""1""
        else:
            sol += ""0""
    return sol
"
mut_wrong,20_21-2-1-python,"# No counting, no comparison; emits '1' for every position in B.
def calc(A, B):
    sol = """"
    for i in range(len(B)):
        sol += ""1""
    return sol
"
